"","baseMean","log2FoldChange","lfcSE","pvalue","padj","baseMean.siCtrlBH5","baseMean.siCtrlBH5_dsDNA","symbol","entrez"
"ENSG00000002726",0.683050933343313,-0.0634613857926852,0.7308721444414,0.684267447423628,NA,1.07254922859739,0.293552638089234,"AOC1","26"
"ENSG00000002745",0,0,0.842240301688744,NA,NA,0,0,"WNT16","51384"
"ENSG00000002746",3.18377688131847,0.0526870196040611,0.561521344224672,0.806157673441453,NA,2.79603632741421,3.57151743522274,"HECW1","23072"
"ENSG00000002822",2.1116832556943,0.0199446746478645,0.604215930204753,0.92141070498226,NA,2.00950028118137,2.21386623020724,"MAD1L1","8379"
"ENSG00000002834",33.0002718109081,-0.401053855498606,0.405501042204702,0.106926510618165,0.432985614790355,41.6088659741139,24.3916776477023,"LASP1","3927"
"ENSG00000002919",0.6692953795012,0.0084166315360001,0.713135195301942,0.957667833118847,NA,0.650937870219424,0.687652888782975,"SNX11","29916"
"ENSG00000002933",0.8106367437418,0.0941753019358709,0.734593573029512,0.561358898151887,NA,0.271712482192388,1.34956100529121,"TMEM176A","55365"
"ENSG00000003056",156.160124536084,-0.439473483329119,0.281351441907053,0.0337571902059218,0.209989147444858,189.310543129541,123.009705942628,"M6PR","4074"
"ENSG00000003096",0.576419767736165,-0.0505924609402704,0.739955647617127,0.733085131229295,NA,0.800836746405003,0.352002789067326,"KLHL13","90293"
"ENSG00000003137",2.68355059466081,0.256806420231713,0.672812894086151,0.267015735869203,NA,1.30902609052493,4.0580750987967,"CYP26B1","56603"
"ENSG00000003147",8.82925861316178,0.0436023435591315,0.45050429655574,0.847116321403589,0.970639947521216,8.41851642762704,9.24000079869653,"ICA1","3382"
"ENSG00000003249",0.729749564602526,-0.059913656362962,0.727353806287409,0.703032743496617,NA,1.06539887851131,0.394100250693741,"DBNDD1","79007"
"ENSG00000003393",7.74726627311321,-0.173931832939788,0.517407395318224,0.458820805775649,0.814627346002858,9.87640913400644,5.61812341221999,"ALS2","57679"
"ENSG00000003400",27.4508355236336,0.3259860426899,0.408941728212052,0.17963491753978,0.567444129809957,21.070026968955,33.8316440783122,"CASP10","843"
"ENSG00000003402",108.764764117903,0.0435838518753819,0.222155526860807,0.782919495150651,0.958474811916388,105.197656959919,112.331871275888,"CFLAR","8837"
"ENSG00000003436",26.5276452863089,0.0786698516682949,0.340773675005197,0.710219237199964,0.936675463479065,24.8160251342508,28.2392654383669,"TFPI","7035"
"ENSG00000003509",25.0078910646505,-0.402552887565321,0.447619977859021,0.119169829875545,0.462511430303954,33.0877386456069,16.9280434836941,"NDUFAF7","55471"
"ENSG00000003756",33.7035324888373,-0.207658460127678,0.349121607365508,0.342302564914665,0.736306542256899,38.8930310670645,28.51403391061,"RBM5","10181"
"ENSG00000003987",34.6265445050378,-0.245881337344855,0.366680459758385,0.276808460130685,0.680574901113865,40.7531486022258,28.4999404078497,"MTMR7","9108"
"ENSG00000003989",0.132281066053154,-0.0238548679761526,0.750243413516954,0.862682991274479,NA,0.264562132106308,0,"SLC7A2","6542"
"ENSG00000004059",0.855242583327817,-0.000432565711153365,0.707214012337099,0.99786278131734,NA,0.536274614298696,1.17421055235694,"ARF5","381"
"ENSG00000004139",87.5872979576642,-2.15041327771007,0.362319880507754,5.67239909667111e-11,4.70611250636609e-09,145.670136684826,29.5044592305022,"SARM1","23098"
"ENSG00000004142",59.8998163662124,0.101015027758574,0.281428733441719,0.59406332647841,0.88798988484916,54.5063259026611,65.2933068297637,"POLDIP2","26073"
"ENSG00000004399",1.18123316919092,0.0794378284733876,0.688813680428493,0.657119790748774,NA,1.32281066053154,1.0396556778503,"PLXND1","23129"
"ENSG00000004455",15.8059804609343,0.177612606298663,0.433477655205781,0.447789007697011,0.808717607907777,13.1507434903217,18.4612174315469,"AK2","204"
"ENSG00000004468",4.51736182186211,0.792250031375139,1.07275992833215,0.0221244607158515,0.157229110764542,0.650937870219424,8.38378577350479,"CD38","952"
"ENSG00000004478",6.7666795564881,-0.124023193062236,0.492183693724505,0.590188723228412,0.885966029925252,7.92462778367928,5.60873132929692,"FKBP4","2288"
"ENSG00000004487",24.6773415391255,-0.420228606771877,0.448851079620342,0.106609190654318,0.432682921114082,32.5435398965131,16.8111431817379,"KDM1A","23028"
"ENSG00000004534",16.0854936421839,-0.223282928714316,0.427302500363733,0.346627158431498,0.741102571405316,19.6026617372839,12.5683255470838,"RBM6","10180"
"ENSG00000004660",0.268137307149348,-0.0511281521964113,0.754938150494997,0.713741554953212,NA,0.536274614298696,0,"CAMKK1","84254"
"ENSG00000004700",35.689457445099,-0.0488982252286809,0.311309623073737,0.808422044440961,0.963435992498123,37.4969108606321,33.882004029566,"RECQL","5965"
"ENSG00000004766",1.4712514347308,0.0206130021318863,0.652554390559456,0.911765989525694,NA,1.07254922859739,1.8699536408642,"VPS50","55610"
"ENSG00000004776",7.2712244391741,1.03079120340943,1.01786663285494,0.0107642400813674,0.0930943672491594,1.88053632508848,12.6619125532597,"HSPB6","126393"
"ENSG00000004777",0.135856241096194,-0.0230532813540691,0.749987472601547,0.867332911444173,NA,0.271712482192388,0,"ARHGAP33","115703"
"ENSG00000004779",0.654513045262464,-0.121371075808093,0.761513733287629,0.442626002121153,NA,1.30902609052493,0,"NDUFAB1","4706"
"ENSG00000004799",0.971024362266272,0.0563749209147713,0.690377059381447,0.746170805142708,NA,0.650937870219424,1.29111085431312,"PDK4","5166"
"ENSG00000004809",0.146776319044617,0.0362513485227718,0.75235394665551,0.793083049980852,NA,0,0.293552638089234,"SLC22A16","85413"
"ENSG00000004838",6.64357492872384,-0.490130479737088,0.702468518919581,0.0884620963905145,0.389615467744643,10.3856307384575,2.90151911899021,"ZMYND10","51364"
"ENSG00000004846",1.3994975620058,0.0508699794130083,0.666309140823132,0.781391875022278,NA,1.42368934644566,1.37530577756595,"ABCB5","340273"
"ENSG00000004848",0.132281066053154,-0.0238548679761526,0.750243413516954,0.862682991274479,NA,0.264562132106308,0,"ARX","170302"
"ENSG00000004864",1.36350096029905,-0.108066560228026,0.675995146946283,0.569641910241745,NA,1.98089888083704,0.746103039761067,"SLC25A13","10165"
"ENSG00000004866",6.52785185182442,0.259773521384111,0.558973399418873,0.291135930602013,0.692418288281787,4.41916087048246,8.63654283316638,"ST7","7982"
"ENSG00000004897",8.32432314831788,0.25313993051483,0.542977023264865,0.302898106380295,0.70448630555989,7.13274743240045,9.51589886423531,"CDC27","996"
"ENSG00000004939",3.90670638333767,-0.238133630747728,0.631904665665116,0.307858139970804,0.706616611089451,5.11429075609291,2.69912201058242,"SLC4A1","6521"
"ENSG00000004948",0,0,0.842240301688744,NA,NA,0,0,"CALCR","799"
"ENSG00000004961",22.2474586573787,0.278646885774596,0.411350734990626,0.244390884380263,0.650888003006039,17.028801571625,27.4661157431323,"HCCS","3052"
"ENSG00000004975",2.51140273224114,-0.022146483292603,0.612483582794717,0.911729618477804,NA,3.25339943622258,1.76940602825969,"DVL2","1856"
"ENSG00000005001",0.146776319044617,0.0362513485227718,0.75235394665551,0.793083049980852,NA,0,0.293552638089234,"PRSS22","64063"
"ENSG00000005007",10.0241562492639,0.23773188071825,0.488881798458488,0.32949536315418,0.725409215038671,7.43788948981759,12.6104230087103,"UPF1","5976"
"ENSG00000005020",2.95647490008593,-0.118051489332611,0.59072794930498,0.584932389255792,NA,3.87573590609768,2.03721389407419,"SKAP2","8935"
"ENSG00000005022",4.76296702288578,-0.263685716043269,0.604243185744308,0.278050159497567,0.681648925581518,6.9016148755189,2.62431917025266,"SLC25A5","292"
"ENSG00000005059",2.40429942853078,-0.233360887970799,0.688749161680897,0.291881090824625,NA,3.57593815372652,1.23266070333503,"MCUB","55013"
"ENSG00000005073",11.255991108498,0.262218744621286,0.483276368264477,0.287783818410698,0.69134626538644,8.12406298030187,14.3879192366942,"HOXA11","3207"
"ENSG00000005075",8.32620528921465,-0.353782718672758,0.590023395154549,0.177650848353238,0.56497248259614,11.4635242721008,5.18888630632845,"POLR2J","5439"
"ENSG00000005100",1.73111831118244,0.225127618031132,0.724341786088285,0.284110572258605,NA,0.536274614298696,2.92596200806618,"DHX33","56919"
"ENSG00000005102",0,0,0.842240301688744,NA,NA,0,0,"MEOX1","4222"
"ENSG00000005108",0.135856241096194,-0.0230532813540691,0.749987472601547,0.867332911444173,NA,0.271712482192388,0,"THSD7A","221981"
"ENSG00000005156",42.7988112852759,-0.464708767104326,0.419333044263465,0.0719814115827679,0.342744962690396,57.0146168327449,28.5830057378068,"LIG3","3980"
"ENSG00000005175",2.90298679402161,0.0469627331742816,0.576569919992624,0.823827960362602,NA,2.61090183096378,3.19507175707945,"RPAP3","79657"
"ENSG00000005187",10.9327611606739,-0.441859555769908,0.588142495429841,0.112476177951439,0.447583675227841,15.7363983564779,6.12912396486991,"ACSM3","6296"
"ENSG00000005189",3.2486887674972,0.15785561614779,0.616241336552388,0.469022095813489,NA,2.09556213675777,4.40181539823663,"REXO5","81691"
"ENSG00000005194",2.69682230115224,-0.0348663730640673,0.576151017022685,0.868321377134708,NA,3.00442791916297,2.38921668314151,"CIAPIN1","57019"
"ENSG00000005206",1.31288834681524,-0.214554731974532,0.756892042284723,0.276042844505735,NA,2.23167644293674,0.394100250693741,"SPPL2B","56928"
"ENSG00000005238",1.2831690791434,0.182468748546518,0.73352015871573,0.343275836979356,NA,0.529124264212615,2.03721389407419,"FAM214B","80256"
"ENSG00000005243",6.79732273129648,0.115259913046802,0.489356604949767,0.615637204401453,0.897046797657516,5.67150029048429,7.92314517210867,"COPZ2","51226"
"ENSG00000005249",1.87722793930454,0.140527366480885,0.659010261729335,0.489315609533376,NA,1.42368934644566,2.33076653216342,"PRKAR2B","5577"
"ENSG00000005302",7.32246319462632,-0.0147229822534849,0.467306611166846,0.947877199339215,0.99552781239352,7.61052933113595,7.03439705811668,"MSL3","10943"
"ENSG00000005339",15.6785663758503,0.126952608677897,0.412515083454544,0.57770419400318,0.881050618840331,13.2383537363948,18.1187790153058,"CREBBP","1387"
"ENSG00000005379",0.5971814173021,-0.112691815972494,0.762629598305356,0.46477984971684,NA,1.1943628346042,0,"TSPOAP1","9256"
"ENSG00000005381",0.146776319044617,0.0362513485227718,0.75235394665551,0.793083049980852,NA,0,0.293552638089234,"MPO","4353"
"ENSG00000005421",0.457750001162866,-0.0653402197898122,0.759161924259709,0.641268492953413,NA,0.915500002325732,0,"PON1","5444"
"ENSG00000005436",20.6246775158999,-0.343096309266613,0.445012463924988,0.172771524135124,0.557063387380088,26.1316854446963,15.1176695871036,"GCFC2","6936"
"ENSG00000005448",4.27088343367373,-0.769952297863928,1.06679872745225,0.0236833399625997,0.164859151837219,7.79566382758639,0.746103039761067,"WDR54","84058"
"ENSG00000005469",1.40447834131384,0.0305353982425698,0.649497837976095,0.870801665051083,NA,0.922650352411812,1.88630633021587,"CROT","54677"
"ENSG00000005471",0.176001394533663,0.035678019349726,0.752126491140043,0.796364191710957,NA,0,0.352002789067326,"ABCB4","5244"
"ENSG00000005483",34.952577077013,0.0477290771464625,0.323319379034588,0.816651446815037,0.966327099062808,33.6232394751966,36.2819146788293,"KMT2E","55904"
"ENSG00000005486",1.20988486799229,0.0648236748676202,0.680345400499835,0.718338292828573,NA,1.04446395841862,1.37530577756595,"RHBDD2","57414"
"ENSG00000005513",0.308282460586817,0.00534618957767205,0.748920002253051,0.969002753581405,NA,0.264562132106308,0.352002789067326,"SOX8","30812"
"ENSG00000005700",4.71626696414932,-0.194624744776272,0.57259986868349,0.403200844622628,0.781155409048621,6.43046719670392,3.00206673159472,"IBTK","25998"
"ENSG00000005801",2.75630300340497,0.0391059486301306,0.577354712451351,0.852448383164429,NA,2.51053927521521,3.00206673159472,"ZNF195","7748"
"ENSG00000005810",13.6573631113157,0.476826982660116,0.569423051119092,0.0921211387767853,0.398904583878466,8.51655680816996,18.7981694144614,"MYCBP2","23077"
"ENSG00000005812",4.56534982724593,-0.193898804587408,0.58971930956417,0.399832475728997,0.779454839979888,5.69243521057698,3.43826444391488,"FBXL3","26224"
"ENSG00000005844",1.85836687199326,0.213702657153671,0.747830031919108,0.283954931961361,NA,1.15912721433935,2.55760652964717,"ITGAL","3683"
"ENSG00000005882",46.3441925117043,-1.17178438278554,0.463130328329706,0.000421550563778246,0.00755719415215524,68.8943343281035,23.7940506953051,"PDK2","5164"
"ENSG00000005884",10.4307513455674,0.122790815514757,0.481400949650528,0.594384667892517,0.88798988484916,9.95377307007879,10.907729621056,"ITGA3","3675"
"ENSG00000005889",4.57379438865812,0.0648113165929275,0.523562518310014,0.770474550146964,0.958461650712572,3.84050028583283,5.30708849148341,"ZFX","7543"
"ENSG00000005893",9.75518294365925,0.228893193055848,0.486705468276862,0.345432556605596,0.739472334647744,7.10233998701603,12.4080259003025,"LAMP2","3920"
"ENSG00000005961",0,0,0.842240301688744,NA,NA,0,0,"ITGA2B","3674"
"ENSG00000005981",7.25637488485577,0.0968958574751521,0.487208682703388,0.670979992437595,0.92048495405542,5.7933138964911,8.71943587322044,"ASB4","51666"
"ENSG00000006007",5.89686311427243,-0.0813645289816565,0.500659483650923,0.71874375565645,0.941428711967162,6.48663773706146,5.30708849148341,"GDE1","51573"
"ENSG00000006015",3.62851324107268,0.335365573021165,0.712959011330781,0.174990341028579,NA,2.01665063126745,5.24037585087792,"REX1BD","55049"
"ENSG00000006016",1.14628684345745,0.200804587979098,0.75723366809466,0.294364224777217,NA,0.271712482192388,2.02086120472251,"CRLF1","9244"
"ENSG00000006025",0,0,0.842240301688744,NA,NA,0,0,"OSBPL7","114881"
"ENSG00000006042",10.9870653613362,0.133035106730091,0.448425725596528,0.565189853653482,0.875577315545198,9.78242314363497,12.1917075790374,"TMEM98","26022"
"ENSG00000006047",0.135856241096194,-0.0230532813540691,0.749987472601547,0.867332911444173,NA,0.271712482192388,0,"YBX2","51087"
"ENSG00000006059",0,0,0.842240301688744,NA,NA,0,0,"KRT33A","3883"
"ENSG00000006062",5.93083518537026,0.181248263469676,0.527846251166145,0.440800847738959,0.804917284206032,4.39107560030369,7.47059477043684,"MAP3K14","9020"
"ENSG00000006071",1.23715763529239,0.0884992843972722,0.698537713024993,0.616897475218366,NA,0.772751476226233,1.70156379435854,"ABCC8","6833"
"ENSG00000006116",0,0,0.842240301688744,NA,NA,0,0,"CACNG3","10368"
"ENSG00000006118",61.227611466519,4.86478657542974,0.59645564989061,6.62349570932387e-18,1.31274005238961e-15,3.54785288354775,118.90737004949,"TMEM132A","54972"
"ENSG00000006125",9.31370799091724,-0.270791550767415,0.516548072823759,0.276656322331839,0.680574901113865,12.087666787016,6.53974919481843,"AP2B1","163"
"ENSG00000006128",0.146776319044617,0.0362513485227718,0.75235394665551,0.793083049980852,NA,0,0.293552638089234,"TAC1","6863"
"ENSG00000006194",60.1267396548913,0.29764545874301,0.324608799841411,0.165061927324747,0.543980069959386,49.3787667067271,70.8747126030554,"ZNF263","10127"
"ENSG00000006210",1.10325370238514,0.134674937160443,0.719146459358546,0.457847997636489,NA,0.772751476226233,1.43375592854404,"CX3CL1","6376"
"ENSG00000006282",0.928187987297372,0.130262491685578,0.742626665231908,0.444211952770226,NA,0.271712482192388,1.58466349240236,"SPATA20","64847"
"ENSG00000006283",0.987419411705529,-0.139648906229073,0.728576575284873,0.436196531668996,NA,1.58073857271732,0.394100250693741,"CACNA1G","8913"
"ENSG00000006327",4.73615085050152,0.260728646155654,0.603878629797205,0.282284228691565,0.686936552426438,2.53862454539398,6.93367715560907,"TNFRSF12A","51330"
"ENSG00000006377",0.47582042919737,-0.0305306194872119,0.747286547280079,0.828112008385602,NA,0.658088220305505,0.293552638089234,"DLX6","1750"
"ENSG00000006432",1.74346826075955,0.0547283815285168,0.619423387567146,0.784353299568356,NA,1.46607531679659,2.02086120472251,"MAP3K9","4293"
"ENSG00000006451",4.77313641518236,0.255851744747968,0.596224361372501,0.290954099619644,0.692418288281787,2.79603632741421,6.75023650295051,"RALA","5898"
"ENSG00000006453",48.8534327616602,1.34760543279526,0.463053957208784,8.95346130353201e-05,0.00204098870289779,22.8435665183744,74.863299004946,"BAIAP2L1","55971"
"ENSG00000006459",3.23388912634144,0.185796065864566,0.614561441028706,0.407654999643687,NA,2.46815330486428,3.99962494781861,"KDM7A","80853"
"ENSG00000006468",2.2582902672061,0.271523687815851,0.755575297350943,0.214248596229287,NA,1.32281066053154,3.19376987388067,"ETV1","2115"
"ENSG00000006530",21.1102809577497,-0.129060538910145,0.393157546598308,0.566893079787743,0.876884398017785,24.2447725542307,17.9757893612686,"AGK","55750"
"ENSG00000006534",3.12978663068206,-0.220600715822878,0.65290169437649,0.327606778855541,NA,4.39770982022421,1.86186344113991,"ALDH3B1","221"
"ENSG00000006555",0.5971814173021,-0.112691815972494,0.762629598305356,0.46477984971684,NA,1.1943628346042,0,"TTC22","55001"
"ENSG00000006576",7.23400590892225,-0.11929732745792,0.51024028912025,0.601736660809355,0.890821775396819,7.36690211912234,7.10110969872216,"PHTF2","57157"
"ENSG00000006606",0,0,0.842240301688744,NA,NA,0,0,"CCL26","10344"
"ENSG00000006607",6.63507689060493,0.057355236845132,0.47997307717306,0.799590122761527,0.962184312786503,6.09311164886226,7.1770421323476,"FARP2","9855"
"ENSG00000006611",0,0,0.842240301688744,NA,NA,0,0,"USH1C","10083"
"ENSG00000006625",9.05535732586263,-0.688001007236999,0.7490154763073,0.0363809866127949,0.221105910972991,14.5391972165025,3.57151743522274,"GGCT","79017"
"ENSG00000006634",4.03992768552159,-0.11429891910465,0.56854704818415,0.603424899115435,0.892249655830129,4.39822595038977,3.68162942065341,"DBF4","10926"
"ENSG00000006638",1.27136504768337,0.0123390642625522,0.668633438022014,0.94514412276516,NA,1.44462426653835,1.09810582882839,"TBXA2R","6915"
"ENSG00000006652",3.93646781791855,0.115075719109378,0.551775175171219,0.605847684874964,0.893196954409679,2.91784993342102,4.95508570241608,"IFRD1","3475"
"ENSG00000006659",0.352002789067326,0.0497230874118972,0.754917043718819,0.720713254132786,NA,0,0.704005578134652,"LGALS14","56891"
"ENSG00000006695",9.58435050047736,0.059466155855886,0.442293549640261,0.792998619512278,0.96030870589667,8.74639945017697,10.4223015507778,"COX10","1352"
"ENSG00000006704",9.21830571799103,-0.0677595842599987,0.451936594183729,0.765444047229668,0.957001105798847,10.2620110874106,8.17460034857149,"GTF2IRD1","9569"
"ENSG00000006712",33.4683643814354,0.487427638958004,0.429763325544779,0.0639212701442916,0.318712971683802,22.7855899329767,44.1511388298941,"PAF1","54623"
"ENSG00000006715",11.6259834923996,0.0901623223427568,0.428810629692143,0.691781887469895,0.931417151606871,10.591184024835,12.6607829599641,"VPS41","27072"
"ENSG00000006740",0.279057385097771,0.00631945523173169,0.747074493835965,0.963687249483134,NA,0.264562132106308,0.293552638089234,"ARHGAP44","9912"
"ENSG00000006744",1.92412333666716,0.292494180798262,0.762158676689903,0.192824738238236,NA,0.536274614298696,3.31197205903563,"ELAC2","60528"
"ENSG00000006747",10.0562036499021,-0.141235461996962,0.455161215207406,0.543082759142899,0.861470761779588,11.6361641134192,8.47624318638501,"SCIN","85477"
"ENSG00000006756",3.55179511014981,-0.114132392980086,0.565602607742562,0.604798665282354,NA,4.21972567385986,2.88386454643976,"ARSD","414"
"ENSG00000006757",10.2532669119737,-0.0887195644041286,0.44614131229038,0.697369131616174,0.933883024414677,11.4349228717565,9.07161095219087,"PNPLA4","8228"
"ENSG00000006788",0,0,0.842240301688744,NA,NA,0,0,"MYH13","8735"
"ENSG00000006831",7.48752557231977,-0.0576094204507929,0.471454440224916,0.799078336374797,0.962184312786503,7.9312620035998,7.04378914103974,"ADIPOR2","79602"
"ENSG00000006837",12.746281076598,3.63473320769293,1.50294707389495,2.70256668047298e-05,0.000719507957655773,0.650937870219424,24.8416242829766,"CDKL3","51265"
"ENSG00000007001",0.539849789341736,-0.0723252368944843,0.761409699510725,0.60760769244682,NA,1.07969957868347,0,"UPP2","151531"
"ENSG00000007038",0,0,0.842240301688744,NA,NA,0,0,"PRSS21","10942"
"ENSG00000007047",3.9589989321016,0.053037906529237,0.544975509307762,0.807732600463999,0.96309694256528,3.19671276569949,4.72128509850371,"MARK4","57787"
"ENSG00000007062",0.132281066053154,-0.0238548679761526,0.750243413516954,0.862682991274479,NA,0.264562132106308,0,"PROM1","8842"
"ENSG00000007080",12.0852849868653,-0.0581069780630395,0.417552575797188,0.796424291780184,0.961829269101492,13.0442628448182,11.1263071289124,"CCDC124","115098"
"ENSG00000007129",0,0,0.842240301688744,NA,NA,0,0,"CEACAM21","90273"
"ENSG00000007168",12.5447764144036,0.0463980159635366,0.420218483523352,0.836693520965137,0.968976534837078,11.5495861276773,13.5399667011299,"PAFAH1B1","5048"
"ENSG00000007171",0,0,0.842240301688744,NA,NA,0,0,"NOS2","4843"
"ENSG00000007174",0,0,0.842240301688744,NA,NA,0,0,"DNAH9","1770"
"ENSG00000007202",4.80951105495062,0.132099948947764,0.539756758926907,0.560568564720844,0.871195101128996,3.87573590609768,5.74328620380356,"KIAA0100","9703"
"ENSG00000007216",0,0,0.842240301688744,NA,NA,0,0,"SLC13A2","9058"
"ENSG00000007237",11.3719123299361,0.520727678854126,0.609478015591246,0.0752410794005557,0.352491859174632,6.25067700529947,16.4931476545727,"GAS7","8522"
"ENSG00000007255",1.75848595031127,0.22662229344729,0.753209939659687,0.263562638164781,NA,0.271712482192388,3.24525941843015,"TRAPPC6A","79090"
"ENSG00000007264",0,0,0.842240301688744,NA,NA,0,0,"MATK","4145"
"ENSG00000007306",0,0,0.842240301688744,NA,NA,0,0,"CEACAM7","1087"
"ENSG00000007312",0,0,0.842240301688744,NA,NA,0,0,"CD79B","974"
"ENSG00000007314",0,0,0.842240301688744,NA,NA,0,0,"SCN4A","6329"
"ENSG00000007341",336.958180041766,-0.625207634176361,0.233216173731088,0.00170351714357436,0.0233293171858058,422.360309332284,251.556050751248,"ST7L","54879"
"ENSG00000007350",0,0,0.842240301688744,NA,NA,0,0,"TKTL1","8277"
"ENSG00000007372",5.6163388259303,-0.0458116541049441,0.511244271697263,0.836945137545022,0.968976534837078,5.84948443684864,5.38319321501195,"PAX6","5080"
"ENSG00000007376",1.67131428187363,0.0100076352695011,0.63619092314333,0.958346524676805,NA,1.18721248451812,2.15541607922915,"RPUSD1","113000"
"ENSG00000007384",1.74649828947254,0.0239252298324204,0.628415155062392,0.902231814876512,NA,1.86623562491631,1.62676095402877,"RHBDF1","64285"
"ENSG00000007392",2.61065691662555,0.131082346552694,0.609554723688555,0.540513810869529,NA,1.71633674873074,3.50497708452036,"LUC7L","55692"
"ENSG00000007402",5.79969548222128,0.0819416085762432,0.510834954908538,0.715706937183217,0.939398270199091,5.2432547121858,6.35613625225677,"CACNA2D2","9254"
"ENSG00000007516",46.9738818413486,-0.127573933993626,0.317965862508061,0.534132874191944,0.857780859588755,52.8900194039825,41.0577442787148,"BAIAP3","8938"
"ENSG00000007520",3.47021997181531,0.10416701697594,0.566657437174342,0.634320423068287,NA,2.53862454539398,4.40181539823663,"TSR3","115939"
"ENSG00000007541",1.41897359430531,0.161657734497882,0.697368095260953,0.412791485323189,NA,0.658088220305505,2.17985896830511,"PIGQ","9091"
"ENSG00000007545",3.07931528648936,0.00696655286836708,0.553684721667781,0.974086414484297,NA,3.03966353942783,3.1189670335509,"CRAMP1","57585"
"ENSG00000007866",5.85123206590352,0.0956124821180904,0.502805834732127,0.673479330933172,0.92196374255721,5.170977426616,6.53148670519104,"TEAD3","7005"
"ENSG00000007908",0,0,0.842240301688744,NA,NA,0,0,"SELE","6401"
"ENSG00000007923",17.5075775030733,-0.276728790148609,0.438600606376462,0.256515245731176,0.661848862148608,21.4926705876641,13.5224844184825,"DNAJC11","55735"
"ENSG00000007933",0.132281066053154,-0.0238548679761526,0.750243413516954,0.862682991274479,NA,0.264562132106308,0,"FMO3","2328"
"ENSG00000007944",1.06046905335053,0.082335093010984,0.695338476897214,0.641565831948685,NA,0.536274614298696,1.58466349240236,"MYLIP","29116"
"ENSG00000007952",0.587288119750299,0.0117812526424657,0.745013440699486,0.93310047621531,NA,0.386375738113116,0.788200501387482,"NOX1","27035"
